,ImageID,XMin,XMax,YMin,YMax
30,fc01ca4fc3773a40,0.25416700000000003,0.351667,0.75125,0.785
31,03aeadec7ab4eae1,0.33,0.40125,0.34,0.469167
32,c4148a6a29fa738a,0.5725,0.62625,0.286636,0.360369
33,d52f730b0d6605d5,0.312562,0.599407,0.074603,0.742857
34,1a17b7ea4c431232,0.0,0.215,0.583333,0.9988889999999999
35,02e3e15d9c8a38b0,0.60625,0.68125,0.10694400000000001,0.154167
36,dda7645a418db1e3,0.0,0.859375,0.12416700000000001,0.429167
37,6f2dae4ad8a7157e,0.37875,0.4175,0.49,0.565833
38,09934d6bb43bac26,0.47,0.491875,0.766667,0.7975
39,c6f4c5f0e351e49e,0.344375,0.42625,0.003333,0.0425
40,c2c6b649a32fbcbe,0.236719,0.429688,0.005634,0.38216
41,094809d6570c4a6b,0.564375,0.653125,0.6522220000000001,0.803333
42,670e4e5b0657f8cf,0.9472659999999999,0.9980469999999999,0.9151790000000001,0.9985120000000001
43,9db5993a7782daef,0.5125,0.574167,0.47,0.515
44,d9230adfdb9760e2,0.8125,0.8310549999999999,0.191406,0.221354
45,b2290c66252839de,0.125,0.863281,0.31901,0.790365
46,23d044e5553bf8c4,0.10875,0.75875,0.185,0.456667
47,05e5190a82582cea,0.201172,0.266602,0.357247,0.392387
48,45a68019c4164200,0.357639,0.647569,0.845052,0.960938
49,2764ca2da911e845,0.579375,0.65375,0.459078,0.490122
50,6db94a2d341da179,0.111632,0.864916,0.28625,0.935625
51,16633b4b5c5d5b5b,0.48938999999999994,0.624668,0.345024,0.592417
52,271d136d603bfced,0.824219,0.999023,0.847656,0.97526
53,d1b95ad75d3a69a1,0.461875,0.500625,0.461667,0.4875
54,52c2c3e71dd84cfd,0.585,0.62875,0.6519699999999999,0.7420260000000001
55,45d37ab07a6bad1e,0.114375,0.634375,0.0,0.707778
56,02cfef33d6dc4fd6,0.229492,0.28613299999999997,0.485677,0.515625
57,f5ce2d51bbc4b279,0.116875,0.990625,0.0925,0.67
58,56921e0f81af4d76,0.17260799999999998,0.299562,0.699029,0.9188
59,fff1272ee6d98005,0.036875,0.068125,0.025833,0.08416699999999999
60,d1b1ace1e66fb8ca,0.5908329999999999,0.655833,0.576971,0.633292
61,cf72425d59f4a028,0.54375,0.576875,0.663227,0.719512
62,563e89ea6f237501,0.704978,0.75183,0.869099,0.9538629999999999
63,675820b7745e2fe7,0.06875,0.206875,0.28,0.674167
64,4778e559a165fc1c,0.0,0.548125,0.0,0.9990620000000001
65,195e7d559ba4d9fe,0.003125,0.114375,0.3,0.364167
66,f80f3682ffdbc7f5,0.52,0.61875,0.170732,0.26454
67,bab89f1f90fcf761,0.381875,0.4075,0.8325,0.856667
68,16dae18e5c385e17,0.7579739999999999,0.9990620000000001,0.335625,0.52
69,91f2d33e34e2479f,0.198437,0.26718800000000004,0.45625,0.515625
70,1d45c31486e72683,0.6875,0.914375,0.496667,0.689167
71,8c3ff7b7471e4c9d,0.223438,0.249219,0.385776,0.466595
72,194a316757e11a85,0.221875,0.24875,0.581667,0.6075
73,1ceb2267fa128a01,0.54693,0.564573,0.314205,0.33866399999999997
74,f5e5fc567e5922e4,0.688125,0.71,0.485833,0.565
75,f9875d03734a0b21,0.085625,0.76875,0.076923,0.954034
76,5d97d9b7b9995160,0.696875,0.91125,0.3775,0.488333
77,0d7e005a50ec3a82,0.0,0.999023,0.0,0.998698
78,40884e0293972b7a,0.193125,0.308125,0.759167,0.925
79,7d1fd0e10b2e05e6,0.013125,0.999375,0.038874,0.486595
80,2e99667267f5489f,0.1625,0.2025,0.27,0.315
81,a93d1a2d6ddfaf62,0.671875,0.74625,0.242682,0.712937
82,02ed6631e809b2d1,0.579063,0.625915,0.8793690000000001,0.967306
83,9512d6ddd7a589a0,0.914375,0.98125,0.655833,0.6925
84,0095734b1bd2ea8d,0.39550799999999997,0.402344,0.356771,0.380208
85,368c0b44d2306142,0.706875,0.748125,0.268805,0.348451
86,f4551ad085786c57,0.535625,0.7075,0.670833,0.770833
87,95be7f98257af71a,0.53125,0.66625,0.605066,0.758912
88,d04f92ef292f9607,0.488072,0.66998,0.37125,0.79
89,20bcf09cff99ac32,0.513333,0.556667,0.0,0.015625
90,b7b389d1b4c8d955,0.080625,0.126875,0.52587,0.578551
91,0105c9304931cf33,0.310625,0.370625,0.271667,0.306667
92,0300038f7af11561,0.308855,0.33045399999999997,0.47,0.480625
93,f5cd1e743e776378,0.0,0.032812,0.0,0.174678
94,e6aa389763e0b726,0.266875,0.34125,0.599065,0.662617
95,e0a77c01afda8523,0.447917,0.461458,0.093056,0.11944400000000001
96,f89fbbcd01ccd4bb,0.04625,0.159375,0.43058199999999996,0.505629
97,6936ee074f184db4,0.258333,0.485833,0.283125,0.366875
98,b830940d6ab7bde3,0.204688,0.66875,0.016666999999999998,1.0
99,bebac23c45451d93,0.26375,0.3675,0.761726,0.802064
100,b4223307e671626b,0.569375,0.70375,0.388333,0.5
101,64d630ad470f7864,0.658537,0.695122,0.554375,0.595625
102,d570a7d11722d3b4,0.508789,0.585938,0.692708,0.744792
103,669b97c75c778899,0.461875,0.55625,0.376842,0.448421
104,9a38e98ba51fb2ae,0.02,0.073125,0.33311199999999996,0.415559
105,ac4e90b94464cd00,0.585,0.9325,0.5975,0.991667
106,f20f9a0aa41c783a,0.4675,0.59,0.774375,0.811875
107,201aff5d5dd9d56c,0.44277700000000003,0.555347,0.536875,0.5625
108,1d91ee2dc45cf99c,0.759167,0.796667,0.510655,0.5958899999999999
109,1436b8baf1d67e0b,0.415,0.470625,0.684164,0.88364
110,0034fd230b704833,0.5585939999999999,0.824219,0.14369500000000002,0.3739
111,2764ca2da911e845,0.2475,0.29375,0.79492,0.8918159999999999
112,d60da78833693637,0.085625,0.183125,0.40282399999999996,0.47674399999999995
113,82d0a1bc08badbfc,0.63375,0.7,0.258333,0.3025
114,989e0ed2cc85bccb,0.813125,0.930625,0.699167,0.864167
115,2b07cbacb5f7e2de,0.260417,0.732639,0.505208,0.89974
116,78bb29f51a359344,0.040625,0.909375,0.012195000000000001,0.850844
117,676474c3c30a471a,0.0,0.12382699999999999,0.32625,0.415
118,644291d319a8ff03,0.61125,0.77375,0.060976,0.193246
119,826100059151f50f,0.543945,0.611328,0.096354,0.13281199999999999
120,28f7c0946f6fafd2,0.62625,0.6875,0.0,0.048333
121,acc811a2250ec353,0.4925,0.645,0.604108,0.9925299999999999
122,cb50bc84d985e37f,0.6308590000000001,0.7070310000000001,0.253906,0.395833
123,cbfa1f1a5d0b45fb,0.035782,0.12146900000000001,0.19,0.26
124,b81a5e307951002e,0.441875,0.506875,0.8805270000000001,0.999059
125,53f3289b22925abe,0.134185,0.998935,0.0,0.99905
126,7c1d730eecf8c2a2,0.281426,0.54409,0.04375,0.5525
127,9c43b17f34195739,0.763125,0.79,0.0,0.039914
128,007f73c5c0a214f5,0.175,0.841875,0.0,0.9422860000000001
129,db4c9fc61ad8e1f9,0.641875,0.719375,0.589167,0.683333
130,75276037eb250aff,0.30625,0.463125,0.602251,0.7176359999999999
131,8d70263c0ff96560,0.138125,0.189375,0.479774,0.5070560000000001
132,8b23e6b40b3936e6,0.15875,0.3225,0.44875,0.81625
133,a418504ff79af7cf,0.662289,0.998124,0.0,0.20625
134,0095734b1bd2ea8d,0.9199219999999999,0.942383,0.845052,0.885417
135,e0a77c01afda8523,0.009375,0.033333,0.025,0.05
136,d213a9f865e80146,0.11875,0.234375,0.604688,0.675
137,8c3ff7b7471e4c9d,0.0,0.01875,0.71875,0.761853
138,44780e7ebf4882b5,0.400754,0.476131,0.346629,0.47483400000000003
139,6d1a3d23233f825e,0.30875,0.385625,0.024472,0.1802
140,2efa5ad774870838,0.417969,0.5,0.275,0.369792
141,4da1394fe6e130b5,0.52,0.70375,0.675,0.878333
142,880b4b00f75260ec,0.491875,0.533125,0.095,0.1825
143,66463008f0343bb8,0.526875,0.936875,0.493433,0.9549719999999999
144,be87f2343fca5198,0.48375,0.55125,0.729167,0.768333
145,4159849159bc7ecb,0.099375,0.3225,0.251208,0.391304
146,e5f22262c72a4688,0.48263900000000004,0.550347,0.795573,0.815104
147,f98fa535bcba0d39,0.0575,0.875,0.48548500000000006,0.831832
148,1a29eef4fcb1ce46,0.642578,0.674805,0.7851560000000001,0.8085939999999999
149,1d5f002cac77a68c,0.33875,0.46625,0.2275,0.325833
150,b6c0cdb840497dfc,0.885,0.9675,0.6682060000000001,0.702079
151,60fd20b442e7fe11,0.298177,0.364583,0.639648,0.6660159999999999
152,3b14a77209dc904c,0.625977,0.7070310000000001,0.548177,0.7226560000000001
153,fcb35fcad1446a63,0.44538599999999995,0.9237290000000001,0.751875,0.83
154,554997893aeea180,0.283125,0.31125,0.391667,0.408333
155,8f4c336f1e9e25aa,0.588125,0.973125,0.55,0.8375
156,e1632b9e1125b8b0,0.33875,0.476875,0.26450300000000004,0.520157
157,f22800e8e77e550b,0.19055899999999998,0.795455,0.385827,0.711286
158,90addf53a03d85dd,0.213968,0.59873,0.074375,0.75
159,1d91ee2dc45cf99c,0.0125,0.154167,0.856925,0.9375950000000001
160,86bbc88fa66be2d6,0.70125,0.993125,0.48,0.681667
161,123aca94ff536fea,0.18375,0.973125,0.101292,0.89395
162,ddbffecf4c8bb6c2,0.708568,0.847405,0.080398,0.5612560000000001
163,38530628f1148cf4,0.2025,0.383125,0.626642,0.855535
164,4f21df1620abe15e,0.468333,0.484167,0.073125,0.09
165,ac7e1f1eafc36ae0,0.28625,0.585625,0.344167,0.5908329999999999
166,5d4dcf33d56ebd0a,0.000625,0.66125,0.245833,0.791667
167,09934d6bb43bac26,0.91125,0.9325,0.358333,0.36833299999999997
168,c8daaa42cb161af2,0.801852,0.827778,0.393855,0.435754
169,39b93fc5e3b5c926,0.4375,0.999375,0.35,0.863333
170,b38ec031a683ef23,0.36875,0.4325,0.943333,0.975
171,12c699e829fd8e50,0.595122,0.9658540000000001,0.222581,0.7258060000000001
172,1ceb2267fa128a01,0.053634,0.086097,0.162747,0.21072399999999997
173,edd6e201f99f76a4,0.05,0.115625,0.384167,0.48
174,527270250b609790,0.00875,0.77375,0.341667,0.879167
175,8ac647e527531dce,0.403125,0.999375,0.299167,0.743333
176,f1953e07a8b4f2c0,0.053358,0.7727689999999999,0.475,0.8325
177,7811d5dea5b0a8d8,0.33375,0.653125,0.45,0.605
178,178459e7305551fd,0.09,0.40125,0.283428,0.501883
179,d2033857fc97b5c5,0.073785,0.44878500000000004,0.276371,0.666667
180,92b9bd4b2e4a9db5,0.361059,0.40768699999999997,0.708125,0.78375
181,3b891270f1e69c75,0.650625,0.8425,0.481646,0.8921020000000001
182,44be346b9f064e70,0.08625,0.999375,0.205,0.768333
183,d38a92d554d3c103,0.24706999999999998,0.602539,0.567708,0.997396
184,7cda71f62b5df5a3,0.636875,0.77,0.458084,0.566866
185,65728f28b907d397,0.22734400000000002,0.24140599999999998,0.826042,0.86875
186,fff1272ee6d98005,0.115625,0.226875,0.511667,0.57
187,7755fdbee51b7093,0.841875,0.999375,0.595833,0.7075
188,3dc9b546bd7070d2,0.18375,0.350625,0.0725,0.291667
189,2964f425e1d91626,0.0,0.063725,0.7549020000000001,0.808824
190,c55b4ba2b8ba0fa7,0.144375,0.854375,0.24202600000000002,0.8911819999999999
191,40884e0293972b7a,0.620625,0.6625,0.4325,0.471667
192,45b8e9b3b122fa6d,0.501408,0.670423,0.660625,0.739375
193,bebac23c45451d93,0.39125,0.483125,0.243902,0.29268299999999997
194,f38ecfa3dca26292,0.78625,0.808125,0.083333,0.114444
195,0300038f7af11561,0.27933800000000003,0.285097,0.193125,0.210625
196,b70c0e7e440af27e,0.743154,0.9442870000000001,0.22875,0.34875
197,5fd146d345346ccb,0.2525,0.2725,0.763258,0.827652
198,f2fc0e24e9795d69,0.281667,0.998333,0.5225,0.9975
199,e31395e2df7caaf9,0.05,0.15,0.10208300000000001,0.352083
200,8e11c4c1cd85cf28,0.421875,0.455625,0.079167,0.165
201,edcbbd9829257cb9,0.083608,0.649065,0.48375,0.58125
202,a9f3e9f00c9012fd,0.964844,0.985352,0.307292,0.324219
203,bab89f1f90fcf761,0.24875,0.255625,0.480833,0.491667
204,023f5cf89708be9f,0.9704860000000001,0.9930559999999999,0.669271,0.703125
205,6b0044fea5524aa8,0.05625,0.7875,0.050167,0.40579699999999996
206,1919e53bcf313b10,0.0,0.399733,0.139062,0.640625
207,6dca0f466d312458,0.216875,0.244375,0.059167,0.076667
208,80693bc6692bbb06,0.06125,0.10125,0.34803,0.386492
209,27d721393ac60462,0.656875,0.724375,0.024166999999999998,0.074167
210,6d77a4a8a27cedde,0.393396,0.45754700000000004,0.9025,0.92625
211,0185f203373cca3c,0.31375,0.461875,0.096714,0.256338
212,7c3732f7a3b12de1,0.147569,0.525174,0.14125,0.451875
213,fd683dffbb0e0f51,0.0,0.9658200000000001,0.139323,0.6132810000000001
214,d4392b285354bd3b,0.181667,0.331667,0.40208299999999997,0.466667
215,00832f42db10182e,0.565,0.999375,0.350844,0.6144470000000001
216,7855c131f85e3c18,0.010625,0.04625,0.207673,0.30441999999999997
217,3ddd288851fa0490,0.0,0.105,0.754206,0.999065
218,eb0ec7b26f6fb061,0.353125,0.743125,0.5125,0.994167
219,3d26a2cc1ba3a7c8,0.053029999999999994,0.759259,0.528125,0.741875
220,1db5a455389f2fcd,0.115,0.31125,0.0,0.076667
221,d3613aec33e2043b,0.491875,0.553125,0.20433099999999998,0.340866
222,3ef43a7b92b90a27,0.6675,0.68,0.380833,0.4
223,2a72c9a8b9572cc7,0.7441409999999999,0.764648,0.227865,0.257812
224,6dca0f466d312458,0.25875,0.280625,0.12416700000000001,0.145
225,195e7d559ba4d9fe,0.325,0.63875,0.25166700000000003,0.765
226,704fce41117e0764,0.8732639999999999,0.9409719999999999,0.337696,0.408377
227,2964f425e1d91626,0.869281,0.892157,0.645425,0.707516
228,d5ea48901e5c891c,0.69125,0.70625,0.02125,0.03125
229,0180c11b23fd0cfe,0.12323599999999998,0.283161,0.31125,0.34375
230,dce4aa8ea6d888a4,0.36625,0.4625,0.65666,0.680113
231,4159849159bc7ecb,0.309375,0.36875,0.16231900000000002,0.189372
232,36196822148c9b7d,0.85875,0.946875,0.6025,0.755833
233,b3bf9f4ed70cbebd,0.62375,0.999375,0.415,0.999167
234,181d0cb283b9058e,0.01125,0.263125,0.61,0.770833
235,66b5e5373526b32b,0.290625,0.763125,0.010283,0.721508
236,c29cf56cc0aa899e,0.371875,0.413125,0.187263,0.22138000000000002
237,64d630ad470f7864,0.559099,0.6491560000000001,0.645,0.669375
238,7ba036f176082460,0.35,0.4125,0.24815700000000002,0.342342
239,4d315bb9ed55927c,0.263125,0.359375,0.188501,0.29312
240,fe500910f54fbf6d,0.37625,0.816875,0.3525,0.855
241,05e5190a82582cea,0.957031,0.999023,0.09224,0.127379
242,2d9be35e0a957b8a,0.349375,0.490625,0.35463,0.49722200000000005
243,3413a67b638d133c,0.230625,0.339375,0.16583299999999998,0.2775
244,28f7c0946f6fafd2,0.70375,0.88875,0.603333,0.715
245,02ed6631e809b2d1,0.23426100000000002,0.288433,0.3292,0.372041
246,a52c4aa756fe84b0,0.7325,0.925,0.680625,0.97125
247,b38ec031a683ef23,0.2025,0.2475,0.83,0.854167
248,a8f3ec2c55a813d6,0.0125,0.195,0.531667,0.901667
249,0e3bf2804d9964b8,0.649375,0.705625,0.173546,0.28424
250,ed7aa4d574521aae,0.13838599999999998,0.828666,0.48875,0.743125
251,c621b2988376120f,0.0,0.885,0.0775,0.950833
252,b09c00d948f41366,0.442708,0.49375,0.44305600000000006,0.48055600000000004
253,a2aaedb65fdd66c0,0.40125,0.619375,0.549167,0.844167
254,3ef43a7b92b90a27,0.28,0.2925,0.08833300000000001,0.120833
255,c2a7c25c2f4e75b8,0.797852,0.8164060000000001,0.235725,0.253294
256,0105c9304931cf33,0.82625,0.94125,0.9475,0.999167
257,2597a755bf1aeda8,0.09375,0.999023,0.529948,0.998698
258,298dfa1cc48d97e0,0.0,0.116667,0.67875,0.999375
259,1d491a6fcbfbc1d7,0.0,0.44375,0.519167,0.735833
260,ba60cf4bea9ed047,0.7136239999999999,0.867725,0.73974,0.883884
261,599f8ed1bce856c8,0.605378,0.9568479999999999,0.290991,0.7270270000000001
262,21e0ff8800e4c825,0.105,0.936875,0.14565,0.7741939999999999
263,d0238fc81cca3286,0.1175,0.91125,0.32457800000000003,0.702627
264,0e10f4370f30eb50,0.35,0.735937,0.909375,0.9984379999999999
265,40884e0293972b7a,0.695625,0.728125,0.49583299999999997,0.5341670000000001
266,ffcc784133aa84fe,0.131333,0.156667,0.327111,0.351111
267,2764ca2da911e845,0.0,0.021875,0.022578,0.149577
268,8bc59d47eca458fa,0.286875,0.348125,0.9333959999999999,0.9990620000000001
269,acbb5a55d7733186,0.08625,0.12625,0.611667,0.649167
270,6d0e8136b0e16eaf,0.303769,0.686253,0.7362270000000001,0.929883
271,d3de2d82f601bbad,0.5525,0.588125,0.1525,0.175
272,826100059151f50f,0.35742199999999996,0.398438,0.106771,0.139323
273,2e99667267f5489f,0.529375,0.5925,0.408333,0.4825
274,f0d50d5a760cf876,0.52125,0.58375,0.47,0.540833
275,b09c2acab8b0eae6,0.6625,0.882812,0.740625,0.9984379999999999
276,a9f3e9f00c9012fd,0.8222659999999999,0.842773,0.231771,0.272135
277,9e627ea79810fe1b,0.124453,0.183865,0.0175,0.055
278,007f73c5c0a214f5,0.0,0.235625,0.0,0.317425
279,e1728a9b9590e185,0.773125,0.820625,0.446667,0.496667
280,94395419d7531ef0,0.0,0.504375,0.21246500000000001,0.8866860000000001
281,de808fa932f7eb8e,0.27831999999999996,0.36425799999999997,0.373698,0.429688
282,dfc6c641f8e560df,0.0,0.99875,0.0,0.997826
283,f53e48a2ee8b9584,0.706055,0.735352,0.442708,0.470052
284,257b17c5a4e3c2c3,0.199375,0.79625,0.296667,0.665833
285,05e5190a82582cea,0.176758,0.220703,0.430454,0.45534399999999997
286,b6583dcca0e99925,0.715625,0.855,0.131186,0.263943
287,a39ddac421255a6c,0.05125,0.365,0.633333,0.845833
288,c1fa2379cfa22788,0.445833,0.5388890000000001,0.022222,0.083333
289,e68e4766d75f31d4,0.733125,0.9,0.690833,0.823333
290,ffcc784133aa84fe,0.467333,0.502667,0.396444,0.42755600000000005
291,edd6e201f99f76a4,0.585,0.70125,0.7575,0.864167
292,04cd912d81318452,0.1375,0.39,0.319375,0.9075
293,02e6d1055d35701e,0.319395,0.725089,0.04,0.16125
294,d60da78833693637,0.144375,0.261875,0.6179399999999999,0.688538
295,4b2bfeb08f2332a6,0.685,0.999375,0.0,0.09666699999999999
296,16f5fef0b0a99b97,0.246875,0.28,0.45979899999999996,0.504188
297,e1632b9e1125b8b0,0.31875,0.343125,0.728614,0.761062
298,05e5190a82582cea,0.07910199999999999,0.146484,0.07613500000000001,0.1347
299,3a31964c816f62ef,0.044954,0.383486,0.056875,0.461875
300,7d026fbd0b0ddb3c,0.400391,0.515625,0.82947,0.9867549999999999
301,1d91ee2dc45cf99c,0.594167,0.68,0.6377470000000001,0.707763
302,5c1ac7adbff04c68,0.409375,0.56,0.0,0.1275
303,bd3a96b936082878,0.29125,0.833125,0.282629,0.9117370000000001
304,856efda1458f8e5e,0.16375,0.250625,0.35620300000000005,0.40977399999999997
305,28bc5079d4be5d87,0.37875,0.601875,0.294559,0.8264540000000001
306,d4b57fdf7a984cf5,0.764,0.982667,0.528827,0.9085489999999999
307,4238cafdcc3b136f,0.88151,0.998698,0.004883,0.11328099999999999
308,8fd1265096fd4146,0.048333,0.4125,0.8,0.93
309,b853b9a269c1ebd9,0.37,0.51625,0.146729,0.924299
310,bebac23c45451d93,0.051875,0.07875,0.196998,0.252345
311,37a2ae3fc2a0a343,0.498125,0.576875,0.3925,0.515
312,4adf4bf157767818,0.140454,0.9394450000000001,0.212963,0.690476
313,bebac23c45451d93,0.12375,0.21375,0.701689,0.7514069999999999
314,f5e5fc567e5922e4,0.70375,0.723125,0.235833,0.253333
315,978832e3e2950bc9,0.189375,0.929375,0.43295,0.9386969999999999
316,9d8379d9f271a671,0.344197,0.520668,0.0625,0.36
317,d12ea7f996906bd9,0.237331,0.819257,0.720625,0.935625
318,bebac23c45451d93,0.1275,0.16625,0.094747,0.11444700000000001
319,0622a36cb5bce35a,0.29641999999999996,0.999167,0.73,0.936875
320,41c9f5d48ccd854f,0.135,0.408333,0.354375,0.58625
321,4ecd7ac19469fd9a,0.535948,0.6013069999999999,0.756536,0.803922
322,c5157500e8f1b6c2,0.261875,0.366875,0.7168220000000001,0.784112
323,78b4433bd115f4a7,0.0,0.97875,0.0,0.998333
324,03f76bf3eeb048fa,0.435,0.475,0.10351600000000001,0.143555
325,6d0e8136b0e16eaf,0.08758300000000001,0.273836,0.055091999999999995,0.16026700000000002
326,ffcc784133aa84fe,0.76,0.768667,0.400889,0.421333
327,5cb9956beb0d58b5,0.792188,0.9984379999999999,0.0,0.29375
328,f358125fa1c75018,0.022917,0.12291700000000001,0.7736109999999999,0.841667
329,003381273e804198,0.32125,0.340625,0.155,0.175833
330,2c0e36cc98a66568,0.65875,0.97,0.491667,0.851667
331,02136b85dc280607,0.6225,0.714375,0.541004,0.734394
332,04c2b40491154a72,0.715625,0.879375,0.623827,0.7514069999999999
333,3b0293f586aed371,0.818919,0.989189,0.595,0.805
334,3f5200c5d9b5df19,0.72,0.78375,0.144068,0.182674
335,014ee69e03924d80,0.786133,0.8085939999999999,0.859375,0.910156
336,b6c0cdb840497dfc,0.016875,0.0375,0.193226,0.203233
337,30de98bd05ca10b2,0.691875,0.73125,0.137899,0.23546
338,0c016f3684377a31,0.16375,0.72375,0.27113400000000004,0.6010310000000001
339,8e6d3e246312b3e5,0.28625,0.31625,0.21,0.235833
340,00a8efad5207f112,0.51875,0.5875,0.43621000000000004,0.49812399999999996
341,ad95f72f6ed69b12,0.4625,0.564062,0.523958,0.596875
342,6f7d43cdb5bf80fb,0.415,0.47,0.468105,0.508443
343,b1c575b9487aa02a,0.2275,0.58875,0.37333299999999997,0.610833
344,9017aa6e8e873eb2,0.141875,0.999375,0.17083299999999998,0.791667
345,bebac23c45451d93,0.144375,0.194375,0.277674,0.303002
346,1cff4f9915752e95,0.074375,0.434375,0.640833,0.7325
347,e968d41dcb40e532,0.7425,0.769375,0.508333,0.540833
348,f2f6b5d3f3e5dba0,0.41176499999999994,0.6846409999999999,0.465686,0.6486930000000001
349,ecc2a50a9f7e7465,0.374686,0.590109,0.0525,0.49125
350,7bbf40d7853dfa8a,0.3525,0.5425,0.12288900000000001,0.302064
351,00b77b267c23807a,0.29125,0.853125,0.063333,0.389167
352,d58d71dab1fe59bf,0.805714,0.9549209999999999,0.585631,0.6608189999999999
353,281a37a46eb372ef,0.21375,0.230625,0.008898999999999999,0.040044
354,58b5672fb8936247,0.569375,0.9425,0.406667,0.77
355,d18fc956490b37e2,0.522656,0.55,0.26875,0.30104200000000003
356,826ae9ffd9cee3b6,0.0,0.999375,0.022514,0.540338
357,cc29d2d67a07794e,0.0,0.14625,0.271967,0.385774
358,e37b72f067ca04fd,0.294559,0.667917,0.4,0.77125
359,9903401df4f54df6,0.0,0.173125,0.260558,0.363347
360,755699640c4d5fde,0.71375,0.9825,0.47654799999999997,0.976548
361,578559c169a9c871,0.345,0.4275,0.623333,0.663333
362,76c7029ccef9f54a,0.296875,0.32375,0.0,0.034807
363,2cabba13e5a1abb6,0.278462,0.47538500000000006,0.060046,0.357968
364,01ee7c11017e0509,0.0,0.28,0.0,0.570711
365,cc29d2d67a07794e,0.61375,0.80625,0.543933,0.69205
366,47501d770d923ca9,0.0,0.17,0.1,0.280833
367,6ae576e633856e48,0.0125,0.7525,0.576667,0.995
368,c81adf74c86d5155,0.347656,0.38867199999999996,0.289985,0.330344
369,8c3ff7b7471e4c9d,0.13203099999999998,0.199219,0.36853400000000003,0.42564700000000005
370,2a8d2a17caf32f95,0.653125,0.75125,0.530833,0.635833
371,e1728a9b9590e185,0.855625,0.928125,0.634167,0.690833
372,9512d6ddd7a589a0,0.31875,0.43,0.08416699999999999,0.148333
373,8e6d3e246312b3e5,0.768125,0.801875,0.335833,0.3825
374,23f0df3f81793b6a,0.009375,0.669375,0.17636,0.829268
375,a34eeefc7b9aa3a8,0.332667,0.623333,0.454374,0.609595
376,03f95d0a0b785577,0.585156,0.663281,0.566667,0.623958
377,826100059151f50f,0.640625,0.805664,0.223958,0.338542
378,09018acdb3aeebc1,0.0,0.999375,0.0,0.9991629999999999
379,c564b901f241941c,0.745625,0.78875,0.9055559999999999,0.999074
380,515e66dd78ef19d3,0.55957,0.7441409999999999,0.294271,0.522135
381,a629882b5f95c6f4,0.550347,0.805556,0.811198,0.90625
382,012e9a0dcffaea54,0.030431,0.851226,0.471875,0.826875
383,02e3e15d9c8a38b0,0.917708,0.938542,0.159722,0.175
384,1c28e1196c001092,0.14375,0.1925,0.3675,0.44
385,395a34c2a7d010ef,0.875,0.930625,0.336667,0.4125
386,e5f22262c72a4688,0.567708,0.630208,0.177083,0.259115
387,a071b932a535b6b4,0.01875,0.29,0.648333,0.739167
388,7f0a5e59a6602713,0.05625,0.53125,0.010156,0.648438
389,0e7318f9d1c11431,0.645625,0.7775,0.303415,0.7307319999999999
390,74c877f38eb11a1d,0.0006349999999999999,0.333968,0.362573,0.5756060000000001
391,4e2134c3f341b927,0.359375,0.382812,0.018229,0.063802
392,081abb701f3d0f19,0.376736,0.40972200000000003,0.248698,0.263021
