ImageID,XMin,XMax,YMin,YMax
cf72425d59f4a028,0.54375,0.576875,0.663227,0.719512
563e89ea6f237501,0.704978,0.75183,0.869099,0.953863
675820b7745e2fe7,0.06875,0.206875,0.28,0.674167
4778e559a165fc1c,0,0.548125,0,0.999062
2f4a62f6c34d8d7e,0.149458,0.675812,0.01875,0.93875
195e7d559ba4d9fe,0.003125,0.114375,0.3,0.364167
f80f3682ffdbc7f5,0.52,0.61875,0.170732,0.26454
bab89f1f90fcf761,0.381875,0.4075,0.8325,0.856667
16dae18e5c385e17,0.757974,0.999062,0.335625,0.52
91f2d33e34e2479f,0.198437,0.267188,0.45625,0.515625
1d45c31486e72683,0.6875,0.914375,0.496667,0.689167
8c3ff7b7471e4c9d,0.223438,0.249219,0.385776,0.466595
194a316757e11a85,0.221875,0.24875,0.581667,0.6075
1ceb2267fa128a01,0.54693,0.564573,0.314205,0.338664
f5e5fc567e5922e4,0.688125,0.71,0.485833,0.565
f9875d03734a0b21,0.085625,0.76875,0.076923,0.954034
5d97d9b7b9995160,0.696875,0.91125,0.3775,0.488333
0d7e005a50ec3a82,0,0.999023,0,0.998698
40884e0293972b7a,0.193125,0.308125,0.759167,0.925
7d1fd0e10b2e05e6,0.013125,0.999375,0.038874,0.486595
2e99667267f5489f,0.1625,0.2025,0.27,0.315
5c693ab51f7cc3b1,0.244375,0.25375,0.432553,0.462653
fcdf30478bb4dbd7,0.60125,0.6975,0.04409,0.25985
a93d1a2d6ddfaf62,0.671875,0.74625,0.242682,0.712937
02ed6631e809b2d1,0.579063,0.625915,0.879369,0.967306
9512d6ddd7a589a0,0.914375,0.98125,0.655833,0.6925
0095734b1bd2ea8d,0.395508,0.402344,0.356771,0.380208
368c0b44d2306142,0.706875,0.748125,0.268805,0.348451
f4551ad085786c57,0.535625,0.7075,0.670833,0.770833
95be7f98257af71a,0.53125,0.66625,0.605066,0.758912
b1fb297bae27d6cd,0,0.355625,0.229167,0.75
d04f92ef292f9607,0.488072,0.66998,0.37125,0.79
20bcf09cff99ac32,0.513333,0.556667,0,0.015625
b7b389d1b4c8d955,0.080625,0.126875,0.52587,0.578551
0105c9304931cf33,0.310625,0.370625,0.271667,0.306667
0300038f7af11561,0.308855,0.330454,0.47,0.480625
f5cd1e743e776378,0,0.032812,0,0.174678
e6aa389763e0b726,0.266875,0.34125,0.599065,0.662617
e0a77c01afda8523,0.447917,0.461458,0.093056,0.119444
f89fbbcd01ccd4bb,0.04625,0.159375,0.430582,0.505629
6936ee074f184db4,0.258333,0.485833,0.283125,0.366875
b830940d6ab7bde3,0.204688,0.66875,0.016667,1
bebac23c45451d93,0.26375,0.3675,0.761726,0.802064
b4223307e671626b,0.569375,0.70375,0.388333,0.5
64d630ad470f7864,0.658537,0.695122,0.554375,0.595625
d570a7d11722d3b4,0.508789,0.585938,0.692708,0.744792
669b97c75c778899,0.461875,0.55625,0.376842,0.448421
9a38e98ba51fb2ae,0.02,0.073125,0.333112,0.415559
ac4e90b94464cd00,0.585,0.9325,0.5975,0.991667
f20f9a0aa41c783a,0.4675,0.59,0.774375,0.811875
201aff5d5dd9d56c,0.442777,0.555347,0.536875,0.5625
1d91ee2dc45cf99c,0.759167,0.796667,0.510655,0.59589
1436b8baf1d67e0b,0.415,0.470625,0.684164,0.88364
0034fd230b704833,0.558594,0.824219,0.143695,0.3739
2764ca2da911e845,0.2475,0.29375,0.79492,0.891816
d60da78833693637,0.085625,0.183125,0.402824,0.476744
82d0a1bc08badbfc,0.63375,0.7,0.258333,0.3025
989e0ed2cc85bccb,0.813125,0.930625,0.699167,0.864167
2b07cbacb5f7e2de,0.260417,0.732639,0.505208,0.89974
78bb29f51a359344,0.040625,0.909375,0.012195,0.850844
66fbe2ce59c88d24,0.45125,0.748125,0.338333,0.755
b657ad03c1067e5e,0.690625,0.71875,0.312383,0.385553
676474c3c30a471a,0,0.123827,0.32625,0.415
644291d319a8ff03,0.61125,0.77375,0.060976,0.193246
826100059151f50f,0.543945,0.611328,0.096354,0.132812
28f7c0946f6fafd2,0.62625,0.6875,0,0.048333
acc811a2250ec353,0.4925,0.645,0.604108,0.99253
cb50bc84d985e37f,0.630859,0.707031,0.253906,0.395833
cbfa1f1a5d0b45fb,0.035782,0.121469,0.19,0.26
b81a5e307951002e,0.441875,0.506875,0.880527,0.999059
53f3289b22925abe,0.134185,0.998935,0,0.99905
7c1d730eecf8c2a2,0.281426,0.54409,0.04375,0.5525
9c43b17f34195739,0.763125,0.79,0,0.039914
007f73c5c0a214f5,0.175,0.841875,0,0.942286
db4c9fc61ad8e1f9,0.641875,0.719375,0.589167,0.683333
ecdf38cf88343006,0.683125,0.74125,0.525833,0.605
75276037eb250aff,0.30625,0.463125,0.602251,0.717636
8d70263c0ff96560,0.138125,0.189375,0.479774,0.507056
98a42c82d484a9a5,0.75,0.94625,0.468333,0.540833
8b23e6b40b3936e6,0.15875,0.3225,0.44875,0.81625
a418504ff79af7cf,0.662289,0.998124,0,0.20625
0095734b1bd2ea8d,0.919922,0.942383,0.845052,0.885417
e0a77c01afda8523,0.009375,0.033333,0.025,0.05
d213a9f865e80146,0.11875,0.234375,0.604688,0.675
8c3ff7b7471e4c9d,0,0.01875,0.71875,0.761853
44780e7ebf4882b5,0.400754,0.476131,0.346629,0.474834
6d1a3d23233f825e,0.30875,0.385625,0.024472,0.1802
2efa5ad774870838,0.417969,0.5,0.275,0.369792
4da1394fe6e130b5,0.52,0.70375,0.675,0.878333
880b4b00f75260ec,0.491875,0.533125,0.095,0.1825
c3d30e8ccbc6f235,0.192383,0.225586,0.738281,0.78776
66463008f0343bb8,0.526875,0.936875,0.493433,0.954972
be87f2343fca5198,0.48375,0.55125,0.729167,0.768333
4159849159bc7ecb,0.099375,0.3225,0.251208,0.391304
e5f22262c72a4688,0.482639,0.550347,0.795573,0.815104
f98fa535bcba0d39,0.0575,0.875,0.485485,0.831832
1a29eef4fcb1ce46,0.642578,0.674805,0.785156,0.808594
09305826ae76ebf3,0.114878,0.969868,0.33375,0.94
1d5f002cac77a68c,0.33875,0.46625,0.2275,0.325833
b6c0cdb840497dfc,0.885,0.9675,0.668206,0.702079
60fd20b442e7fe11,0.298177,0.364583,0.639648,0.666016
3b14a77209dc904c,0.625977,0.707031,0.548177,0.722656
fcb35fcad1446a63,0.445386,0.923729,0.751875,0.83
554997893aeea180,0.283125,0.31125,0.391667,0.408333
8f4c336f1e9e25aa,0.588125,0.973125,0.55,0.8375
e1632b9e1125b8b0,0.33875,0.476875,0.264503,0.520157
f22800e8e77e550b,0.190559,0.795455,0.385827,0.711286
90addf53a03d85dd,0.213968,0.59873,0.074375,0.75
232db5bb91a4b9a6,0.788333,0.836667,0.763125,0.79875
1d91ee2dc45cf99c,0.0125,0.154167,0.856925,0.937595
fa41455b1ba6b65b,0.781944,0.830556,0.284375,0.30625
86bbc88fa66be2d6,0.70125,0.993125,0.48,0.681667
123aca94ff536fea,0.18375,0.973125,0.101292,0.89395
ecdf38cf88343006,0.488125,0.54625,0.791667,0.805833
ddbffecf4c8bb6c2,0.708568,0.847405,0.080398,0.561256
38530628f1148cf4,0.2025,0.383125,0.626642,0.855535
4f21df1620abe15e,0.468333,0.484167,0.073125,0.09
ac7e1f1eafc36ae0,0.28625,0.585625,0.344167,0.590833
0eaba242dbc52996,0.04375,0.08625,0.7925,0.84
5d4dcf33d56ebd0a,0.000625,0.66125,0.245833,0.791667
d8c21476c9180688,0.166875,0.2575,0.828125,0.996875
1c48d2b34b25516d,0.48625,0.508125,0.704167,0.7275
09934d6bb43bac26,0.91125,0.9325,0.358333,0.368333
c8daaa42cb161af2,0.801852,0.827778,0.393855,0.435754
39b93fc5e3b5c926,0.4375,0.999375,0.35,0.863333
b38ec031a683ef23,0.36875,0.4325,0.943333,0.975
12c699e829fd8e50,0.595122,0.965854,0.222581,0.725806
1ceb2267fa128a01,0.053634,0.086097,0.162747,0.210724
edd6e201f99f76a4,0.05,0.115625,0.384167,0.48
72a3e4da1f17b202,0.035625,0.975,0.110482,0.822946
468b5011e0977ef1,0.595,0.64125,0.434167,0.513333
527270250b609790,0.00875,0.77375,0.341667,0.879167
8ac647e527531dce,0.403125,0.999375,0.299167,0.743333
f1953e07a8b4f2c0,0.053358,0.772769,0.475,0.8325
7811d5dea5b0a8d8,0.33375,0.653125,0.45,0.605
178459e7305551fd,0.09,0.40125,0.283428,0.501883
d2033857fc97b5c5,0.073785,0.448785,0.276371,0.666667
f21b6f6331771da1,0.388125,0.499375,0.130394,0.272045
92b9bd4b2e4a9db5,0.361059,0.407687,0.708125,0.78375
3b891270f1e69c75,0.650625,0.8425,0.481646,0.892102
44be346b9f064e70,0.08625,0.999375,0.205,0.768333
d38a92d554d3c103,0.24707,0.602539,0.567708,0.997396
7cda71f62b5df5a3,0.636875,0.77,0.458084,0.566866
65728f28b907d397,0.227344,0.241406,0.826042,0.86875
fff1272ee6d98005,0.115625,0.226875,0.511667,0.57
7a03564eb1825402,0.166875,0.19625,0.224167,0.270833
7755fdbee51b7093,0.841875,0.999375,0.595833,0.7075
3dc9b546bd7070d2,0.18375,0.350625,0.0725,0.291667
2964f425e1d91626,0,0.063725,0.754902,0.808824
c55b4ba2b8ba0fa7,0.144375,0.854375,0.242026,0.891182
40884e0293972b7a,0.620625,0.6625,0.4325,0.471667
45b8e9b3b122fa6d,0.501408,0.670423,0.660625,0.739375
bebac23c45451d93,0.39125,0.483125,0.243902,0.292683
f38ecfa3dca26292,0.78625,0.808125,0.083333,0.114444
0300038f7af11561,0.279338,0.285097,0.193125,0.210625
ce33958cb34985f4,0.09625,0.1325,0.146667,0.1725
b70c0e7e440af27e,0.743154,0.944287,0.22875,0.34875
5fd146d345346ccb,0.2525,0.2725,0.763258,0.827652
f2fc0e24e9795d69,0.281667,0.998333,0.5225,0.9975
e31395e2df7caaf9,0.05,0.15,0.102083,0.352083
8e11c4c1cd85cf28,0.421875,0.455625,0.079167,0.165
edcbbd9829257cb9,0.083608,0.649065,0.48375,0.58125
a9f3e9f00c9012fd,0.964844,0.985352,0.307292,0.324219
bab89f1f90fcf761,0.24875,0.255625,0.480833,0.491667
023f5cf89708be9f,0.970486,0.993056,0.669271,0.703125
6b0044fea5524aa8,0.05625,0.7875,0.050167,0.405797
1919e53bcf313b10,0,0.399733,0.139062,0.640625
2da4e0e21a9ac0a6,0.183125,0.608125,0,0.140833
6dca0f466d312458,0.216875,0.244375,0.059167,0.076667
80693bc6692bbb06,0.06125,0.10125,0.34803,0.386492
27d721393ac60462,0.656875,0.724375,0.024167,0.074167
6d77a4a8a27cedde,0.393396,0.457547,0.9025,0.92625
0185f203373cca3c,0.31375,0.461875,0.096714,0.256338
7c3732f7a3b12de1,0.147569,0.525174,0.14125,0.451875
fd683dffbb0e0f51,0,0.96582,0.139323,0.613281
d4392b285354bd3b,0.181667,0.331667,0.402083,0.466667
00832f42db10182e,0.565,0.999375,0.350844,0.614447
7855c131f85e3c18,0.010625,0.04625,0.207673,0.30442
3ddd288851fa0490,0,0.105,0.754206,0.999065
eb0ec7b26f6fb061,0.353125,0.743125,0.5125,0.994167
3d26a2cc1ba3a7c8,0.05303,0.759259,0.528125,0.741875
1db5a455389f2fcd,0.115,0.31125,0,0.076667
d3613aec33e2043b,0.491875,0.553125,0.204331,0.340866
3ef43a7b92b90a27,0.6675,0.68,0.380833,0.4
2a72c9a8b9572cc7,0.744141,0.764648,0.227865,0.257812
6dca0f466d312458,0.25875,0.280625,0.124167,0.145
195e7d559ba4d9fe,0.325,0.63875,0.251667,0.765
704fce41117e0764,0.873264,0.940972,0.337696,0.408377
2964f425e1d91626,0.869281,0.892157,0.645425,0.707516
d5ea48901e5c891c,0.69125,0.70625,0.02125,0.03125
0180c11b23fd0cfe,0.123236,0.283161,0.31125,0.34375
dce4aa8ea6d888a4,0.36625,0.4625,0.65666,0.680113
4159849159bc7ecb,0.309375,0.36875,0.162319,0.189372
36196822148c9b7d,0.85875,0.946875,0.6025,0.755833
b3bf9f4ed70cbebd,0.62375,0.999375,0.415,0.999167
faa11761605b7bfd,0.451916,0.720897,0.629375,0.74375
6a4787ac9e707acc,0.299375,0.61875,0.591667,0.670833
8f6679d10b325117,0.25,0.320312,0.664062,0.708333
181d0cb283b9058e,0.01125,0.263125,0.61,0.770833
6457f5c22f8cf167,0.166833,0.731269,0.104278,0.627005
66b5e5373526b32b,0.290625,0.763125,0.010283,0.721508
c29cf56cc0aa899e,0.371875,0.413125,0.187263,0.22138
64d630ad470f7864,0.559099,0.649156,0.645,0.669375
7ba036f176082460,0.35,0.4125,0.248157,0.342342
4d315bb9ed55927c,0.263125,0.359375,0.188501,0.29312
fe500910f54fbf6d,0.37625,0.816875,0.3525,0.855
72f1954c9e2a9278,0.945625,0.999375,0.758912,0.861163
05e5190a82582cea,0.957031,0.999023,0.09224,0.127379
2d9be35e0a957b8a,0.349375,0.490625,0.35463,0.497222
3413a67b638d133c,0.230625,0.339375,0.165833,0.2775
28f7c0946f6fafd2,0.70375,0.88875,0.603333,0.715
02ed6631e809b2d1,0.234261,0.288433,0.3292,0.372041
a52c4aa756fe84b0,0.7325,0.925,0.680625,0.97125
b38ec031a683ef23,0.2025,0.2475,0.83,0.854167
a8f3ec2c55a813d6,0.0125,0.195,0.531667,0.901667
0e3bf2804d9964b8,0.649375,0.705625,0.173546,0.28424
ed7aa4d574521aae,0.138386,0.828666,0.48875,0.743125
c621b2988376120f,0,0.885,0.0775,0.950833
b09c00d948f41366,0.442708,0.49375,0.443056,0.480556
3954faee19e196ad,0.373125,0.55625,0.257974,0.622889
a2aaedb65fdd66c0,0.40125,0.619375,0.549167,0.844167
3ef43a7b92b90a27,0.28,0.2925,0.088333,0.120833
c2a7c25c2f4e75b8,0.797852,0.816406,0.235725,0.253294
0105c9304931cf33,0.82625,0.94125,0.9475,0.999167
086f86545510136c,0.62375,0.849375,0.247655,0.545966
2597a755bf1aeda8,0.09375,0.999023,0.529948,0.998698
298dfa1cc48d97e0,0,0.116667,0.67875,0.999375
1d491a6fcbfbc1d7,0,0.44375,0.519167,0.735833
010008e90bc749d2,0.026875,0.05,0.31,0.406667
ba60cf4bea9ed047,0.713624,0.867725,0.73974,0.883884
599f8ed1bce856c8,0.605378,0.956848,0.290991,0.727027
21e0ff8800e4c825,0.105,0.936875,0.14565,0.774194
d0238fc81cca3286,0.1175,0.91125,0.324578,0.702627
0e10f4370f30eb50,0.35,0.735937,0.909375,0.998438
40884e0293972b7a,0.695625,0.728125,0.495833,0.534167
ffcc784133aa84fe,0.131333,0.156667,0.327111,0.351111
2764ca2da911e845,0,0.021875,0.022578,0.149577
8bc59d47eca458fa,0.286875,0.348125,0.933396,0.999062
acbb5a55d7733186,0.08625,0.12625,0.611667,0.649167
6d0e8136b0e16eaf,0.303769,0.686253,0.736227,0.929883
d3de2d82f601bbad,0.5525,0.588125,0.1525,0.175
826100059151f50f,0.357422,0.398438,0.106771,0.139323
2e99667267f5489f,0.529375,0.5925,0.408333,0.4825
f0d50d5a760cf876,0.52125,0.58375,0.47,0.540833
b09c2acab8b0eae6,0.6625,0.882812,0.740625,0.998438
bdd4bf2042df8e49,0.385,0.478,0.459788,0.587253
bd87985e89f705ae,0,0.822266,0.390922,0.800878
a9f3e9f00c9012fd,0.822266,0.842773,0.231771,0.272135
9e627ea79810fe1b,0.124453,0.183865,0.0175,0.055
007f73c5c0a214f5,0,0.235625,0,0.317425
e1728a9b9590e185,0.773125,0.820625,0.446667,0.496667
94395419d7531ef0,0,0.504375,0.212465,0.886686
de808fa932f7eb8e,0.27832,0.364258,0.373698,0.429688
dfc6c641f8e560df,0,0.99875,0,0.997826
f53e48a2ee8b9584,0.706055,0.735352,0.442708,0.470052
257b17c5a4e3c2c3,0.199375,0.79625,0.296667,0.665833
05e5190a82582cea,0.176758,0.220703,0.430454,0.455344
b6583dcca0e99925,0.715625,0.855,0.131186,0.263943
a39ddac421255a6c,0.05125,0.365,0.633333,0.845833
c1fa2379cfa22788,0.445833,0.538889,0.022222,0.083333
e68e4766d75f31d4,0.733125,0.9,0.690833,0.823333
ffcc784133aa84fe,0.467333,0.502667,0.396444,0.427556
edd6e201f99f76a4,0.585,0.70125,0.7575,0.864167
04cd912d81318452,0.1375,0.39,0.319375,0.9075
02e6d1055d35701e,0.319395,0.725089,0.04,0.16125
d60da78833693637,0.144375,0.261875,0.61794,0.688538
4b2bfeb08f2332a6,0.685,0.999375,0,0.096667
8e6e940010afabad,0.63,0.82375,0.498333,0.6175
16f5fef0b0a99b97,0.246875,0.28,0.459799,0.504188
e1632b9e1125b8b0,0.31875,0.343125,0.728614,0.761062
05e5190a82582cea,0.079102,0.146484,0.076135,0.1347
468b5011e0977ef1,0.775625,0.79625,0.59,0.614167
3a31964c816f62ef,0.044954,0.383486,0.056875,0.461875
7d026fbd0b0ddb3c,0.400391,0.515625,0.82947,0.986755
fe650d25bc25462a,0.404375,0.556875,0.496248,0.802064
fe650d25bc25462a,0.868125,0.999375,0.271107,0.488743
1d91ee2dc45cf99c,0.594167,0.68,0.637747,0.707763
5c1ac7adbff04c68,0.409375,0.56,0,0.1275
6ec41b863152d82d,0.18,0.2775,0.622889,0.742026
293b95059f93c257,0.024375,0.0525,0.531667,0.550833
bd3a96b936082878,0.29125,0.833125,0.282629,0.911737
43c8227a14d62d88,0.760625,0.85625,0.06,0.208333
856efda1458f8e5e,0.16375,0.250625,0.356203,0.409774
28bc5079d4be5d87,0.37875,0.601875,0.294559,0.826454
d4b57fdf7a984cf5,0.764,0.982667,0.528827,0.908549
4238cafdcc3b136f,0.88151,0.998698,0.004883,0.113281
8fd1265096fd4146,0.048333,0.4125,0.8,0.93
232db5bb91a4b9a6,0.166667,0.205833,0.530625,0.54625
b853b9a269c1ebd9,0.37,0.51625,0.146729,0.924299
bebac23c45451d93,0.051875,0.07875,0.196998,0.252345
a2ad732fb9712bdd,0.247069,0.9933,0.434518,0.653807
37a2ae3fc2a0a343,0.498125,0.576875,0.3925,0.515
4adf4bf157767818,0.140454,0.939445,0.212963,0.690476
bebac23c45451d93,0.12375,0.21375,0.701689,0.751407
043ea1489c1e97f9,0.420625,0.57375,0.057223,0.368668
f5e5fc567e5922e4,0.70375,0.723125,0.235833,0.253333
978832e3e2950bc9,0.189375,0.929375,0.43295,0.938697
9d8379d9f271a671,0.344197,0.520668,0.0625,0.36
d12ea7f996906bd9,0.237331,0.819257,0.720625,0.935625
c4cf090eb84adf90,0.167382,0.476395,0.264115,0.414354
bebac23c45451d93,0.1275,0.16625,0.094747,0.114447
0622a36cb5bce35a,0.29642,0.999167,0.73,0.936875
41c9f5d48ccd854f,0.135,0.408333,0.354375,0.58625
4ecd7ac19469fd9a,0.535948,0.601307,0.756536,0.803922
c5157500e8f1b6c2,0.261875,0.366875,0.716822,0.784112
78b4433bd115f4a7,0,0.97875,0,0.998333
03f76bf3eeb048fa,0.435,0.475,0.103516,0.143555
468b5011e0977ef1,0.10125,0.135,0.284167,0.321667
6d0e8136b0e16eaf,0.087583,0.273836,0.055092,0.160267
b708eba08dfd38da,0.213,0.866,0.004498,0.637181
1c48d2b34b25516d,0.015,0.040625,0.9675,0.999167
ffcc784133aa84fe,0.76,0.768667,0.400889,0.421333
5cb9956beb0d58b5,0.792188,0.998438,0,0.29375
f358125fa1c75018,0.022917,0.122917,0.773611,0.841667
003381273e804198,0.32125,0.340625,0.155,0.175833
2c0e36cc98a66568,0.65875,0.97,0.491667,0.851667
02136b85dc280607,0.6225,0.714375,0.541004,0.734394
04c2b40491154a72,0.715625,0.879375,0.623827,0.751407
0004e0650dd10f47,0.497191,0.507023,0.702586,0.724138
3b0293f586aed371,0.818919,0.989189,0.595,0.805
3f5200c5d9b5df19,0.72,0.78375,0.144068,0.182674
014ee69e03924d80,0.786133,0.808594,0.859375,0.910156
b6c0cdb840497dfc,0.016875,0.0375,0.193226,0.203233
30de98bd05ca10b2,0.691875,0.73125,0.137899,0.23546
0c016f3684377a31,0.16375,0.72375,0.271134,0.601031
8e6d3e246312b3e5,0.28625,0.31625,0.21,0.235833
00a8efad5207f112,0.51875,0.5875,0.43621,0.498124
4928f04e69bc5d96,0.245,0.395,0.19875,0.354375
ad95f72f6ed69b12,0.4625,0.564062,0.523958,0.596875
232db5bb91a4b9a6,0.715833,0.736667,0.6075,0.62125
6f7d43cdb5bf80fb,0.415,0.47,0.468105,0.508443
b1c575b9487aa02a,0.2275,0.58875,0.373333,0.610833
9017aa6e8e873eb2,0.141875,0.999375,0.170833,0.791667
bebac23c45451d93,0.144375,0.194375,0.277674,0.303002
1cff4f9915752e95,0.074375,0.434375,0.640833,0.7325
e968d41dcb40e532,0.7425,0.769375,0.508333,0.540833
f2f6b5d3f3e5dba0,0.411765,0.684641,0.465686,0.648693
ecc2a50a9f7e7465,0.374686,0.590109,0.0525,0.49125
7bbf40d7853dfa8a,0.3525,0.5425,0.122889,0.302064
00b77b267c23807a,0.29125,0.853125,0.063333,0.389167
d58d71dab1fe59bf,0.805714,0.954921,0.585631,0.660819
281a37a46eb372ef,0.21375,0.230625,0.008899,0.040044
58b5672fb8936247,0.569375,0.9425,0.406667,0.77
d18fc956490b37e2,0.522656,0.55,0.26875,0.301042
826ae9ffd9cee3b6,0,0.999375,0.022514,0.540338
cc29d2d67a07794e,0,0.14625,0.271967,0.385774
e37b72f067ca04fd,0.294559,0.667917,0.4,0.77125
016a32fd972130be,0.12375,0.58375,0.6775,0.814167
9903401df4f54df6,0,0.173125,0.260558,0.363347
755699640c4d5fde,0.71375,0.9825,0.476548,0.976548
578559c169a9c871,0.345,0.4275,0.623333,0.663333
76c7029ccef9f54a,0.296875,0.32375,0,0.034807
2cabba13e5a1abb6,0.278462,0.475385,0.060046,0.357968
01ee7c11017e0509,0,0.28,0,0.570711
cc29d2d67a07794e,0.61375,0.80625,0.543933,0.69205
47501d770d923ca9,0,0.17,0.1,0.280833
6ae576e633856e48,0.0125,0.7525,0.576667,0.995
c81adf74c86d5155,0.347656,0.388672,0.289985,0.330344
495c1212e645f642,0.246667,0.350833,0,0.021875
8c3ff7b7471e4c9d,0.132031,0.199219,0.368534,0.425647
2a8d2a17caf32f95,0.653125,0.75125,0.530833,0.635833
e1728a9b9590e185,0.855625,0.928125,0.634167,0.690833
9512d6ddd7a589a0,0.31875,0.43,0.084167,0.148333
8e6d3e246312b3e5,0.768125,0.801875,0.335833,0.3825
8d8e901a92c50c3a,0.646341,0.893058,0.405625,0.535
adf4956875151d38,0.045898,0.874023,0.053492,0.784547
23f0df3f81793b6a,0.009375,0.669375,0.17636,0.829268
a34eeefc7b9aa3a8,0.332667,0.623333,0.454374,0.609595
03f95d0a0b785577,0.585156,0.663281,0.566667,0.623958
826100059151f50f,0.640625,0.805664,0.223958,0.338542
2a157f9ae86441e2,0.444375,0.501875,0.052434,0.098315
09018acdb3aeebc1,0,0.999375,0,0.999163
53c5aab2122f4d7a,0.921875,0.973958,0.676389,0.759722
c564b901f241941c,0.745625,0.78875,0.905556,0.999074
515e66dd78ef19d3,0.55957,0.744141,0.294271,0.522135
a629882b5f95c6f4,0.550347,0.805556,0.811198,0.90625
012e9a0dcffaea54,0.030431,0.851226,0.471875,0.826875
02e3e15d9c8a38b0,0.917708,0.938542,0.159722,0.175
1c28e1196c001092,0.14375,0.1925,0.3675,0.44
395a34c2a7d010ef,0.875,0.930625,0.336667,0.4125
e5f22262c72a4688,0.567708,0.630208,0.177083,0.259115
a071b932a535b6b4,0.01875,0.29,0.648333,0.739167
